user_id,movie_id,actual_rating_hybrid,Hybrid_predicted_rating,actual_rating_matrixf,predicted_rating
367,563,4,3.1722753,4.0,4.0
416,123,4,3.6863692,4.0,4.0
452,62,2,2.7652378,2.0,2.0
123,127,5,4.265139,5.0,5.0
592,149,4,3.616591,4.0,4.0
642,1055,4,3.353272,4.0,4.0
843,441,2,1.7526608,2.0,2.0
384,347,4,4.4749756,4.0,4.0
436,200,3,4.047286,3.0,3.0
326,178,5,3.6841636,5.0,5.0
160,952,4,3.2367032,4.0,4.0
25,479,5,4.529615,5.0,5.0
592,315,5,4.4363737,5.0,5.0
883,745,5,3.6305647,5.0,5.0
937,236,4,3.0913715,4.0,4.0
805,274,2,3.4735563,2.0,2.0
548,17,3,3.3798342,3.0,3.0
642,142,4,3.6521413,4.0,4.0
344,516,5,3.9883432,5.0,5.0
59,664,4,3.5945425,4.0,4.0
802,7,5,3.885716,5.0,5.0
472,200,4,4.38944,4.0,4.0
28,28,4,4.359143,4.0,4.0
672,25,5,2.9335155,5.0,5.0
599,111,5,4.0910854,5.0,5.0
557,165,5,3.8905241,5.0,5.0
474,487,4,4.3371654,4.0,4.0
323,1017,3,3.343386,3.0,3.0
782,1292,3,1.4413968,3.0,3.0
456,210,3,3.6117146,3.0,3.0
7,89,5,4.4456882,5.0,5.0
881,520,5,3.947236,5.0,5.0
936,118,3,3.2123399,3.0,3.0
839,129,4,3.9756064,4.0,4.0
130,367,4,4.0775766,4.0,4.0
847,118,3,2.4686346,3.0,3.0
846,1518,2,3.00705,2.0,2.0
639,1020,4,3.4273431,4.0,4.0
479,629,3,3.0867116,3.0,3.0
741,25,3,3.1053724,3.0,3.0
653,76,3,3.011723,3.0,3.0
228,137,1,3.1075892,1.0,1.0
144,1013,1,2.071218,1.0,1.0
506,1279,4,3.0785546,4.0,4.0
754,117,4,3.156265,4.0,4.0
6,532,3,3.0448155,3.0,3.0
456,59,4,3.692338,4.0,4.0
387,1,4,3.4277658,4.0,4.0
370,657,3,3.9198017,3.0,3.0
512,23,4,4.283571,4.0,4.0
407,88,3,3.1604252,3.0,3.0
665,762,4,3.175408,4.0,4.0
444,275,4,4.0933914,4.0,4.0
881,151,2,3.1258135,2.0,2.0
684,67,3,2.9185572,3.0,3.0
417,815,4,3.2015598,4.0,4.0
501,979,3,3.5739655,3.0,3.0
705,222,5,3.9942954,5.0,5.0
557,252,3,3.024929,3.0,3.0
896,1101,2,3.3460646,2.0,2.0
99,338,4,2.6541224,4.0,4.0
94,109,4,3.828953,4.0,4.0
592,132,5,4.263246,5.0,5.0
543,479,4,4.056179,4.0,4.0
393,82,4,3.7624574,4.0,4.0
928,276,5,4.54557,5.0,5.0
654,963,4,4.2263145,4.0,4.0
882,143,4,4.27379,4.0,4.0
833,474,5,4.2048616,5.0,5.0
805,806,4,3.4467697,4.0,4.0
92,423,3,3.2868667,3.0,3.0
234,313,4,3.4040384,4.0,4.0
10,709,4,4.327169,4.0,4.0
361,654,4,3.84512,4.0,4.0
253,699,4,3.740334,4.0,4.0
757,229,3,3.0569484,3.0,3.0
638,636,3,3.225038,3.0,3.0
896,427,4,3.5644345,4.0,4.0
405,171,1,2.453758,1.0,1.0
95,651,5,3.7849767,5.0,5.0
475,381,4,3.7526102,4.0,4.0
561,475,3,3.3781514,3.0,3.0
189,634,3,4.300357,3.0,3.0
399,276,3,3.5497208,3.0,3.0
561,451,2,2.717644,2.0,2.0
244,168,5,4.384237,5.0,5.0
912,496,4,4.024469,4.0,4.0
275,227,3,2.6924348,3.0,3.0
337,151,5,3.9317067,5.0,5.0
666,46,4,3.4771612,4.0,4.0
272,210,5,4.2217565,5.0,5.0
537,197,4,3.3974435,4.0,4.0
416,237,3,3.897183,3.0,3.0
640,233,4,4.030899,4.0,4.0
623,216,4,3.8254452,4.0,4.0
18,474,4,3.9559982,4.0,4.0
625,476,2,2.3016486,2.0,2.0
767,222,5,3.920136,5.0,5.0
916,72,3,2.9306555,3.0,3.0
318,142,4,3.3408082,4.0,4.0
868,762,4,3.1338632,4.0,4.0
49,404,3,3.2091198,3.0,3.0
911,479,5,4.0916505,5.0,5.0
6,191,4,3.8892894,4.0,4.0
383,654,5,4.331295,5.0,5.0
440,272,5,4.6796265,5.0,5.0
230,132,5,4.1929393,5.0,5.0
144,7,2,3.7119749,2.0,2.0
332,452,4,3.766413,4.0,4.0
450,526,4,3.993042,4.0,4.0
570,748,3,2.392518,3.0,3.0
469,199,4,5.022416,4.0,4.0
773,895,2,2.3789296,2.0,2.0
624,1059,1,3.0487494,1.0,1.0
892,192,5,4.4681997,5.0,5.0
804,1260,3,3.033836,3.0,3.0
800,294,3,3.3785539,3.0,3.0
92,452,2,2.4878454,2.0,2.0
417,783,3,2.5451527,3.0,3.0
677,457,1,2.3687773,1.0,1.0
162,294,3,3.0400867,3.0,3.0
747,58,3,3.973475,3.0,3.0
332,841,4,3.3788598,4.0,4.0
715,977,2,2.5390563,2.0,2.0
21,436,4,3.4838288,4.0,4.0
85,199,5,3.9829535,5.0,5.0
90,126,2,4.3532305,2.0,2.0
87,179,4,4.2918606,4.0,4.0
299,72,3,3.0798721,3.0,3.0
97,434,4,4.021119,4.0,4.0
447,25,4,3.1466422,4.0,4.0
160,763,4,3.6263776,4.0,4.0
796,56,5,4.4193335,5.0,5.0
592,853,5,4.302939,5.0,5.0
435,404,2,3.2204914,2.0,2.0
276,22,5,4.369377,5.0,5.0
256,620,3,3.6274245,3.0,3.0
469,127,4,4.3418903,4.0,4.0
67,147,3,4.2321234,3.0,3.0
7,651,5,4.7535577,5.0,5.0
114,191,3,3.485965,3.0,3.0
503,1194,5,4.393239,5.0,5.0
537,471,3,2.8804147,3.0,3.0
416,864,3,3.3803353,3.0,3.0
219,4,4,3.1683302,4.0,4.0
130,99,5,4.6391144,5.0,5.0
707,952,3,2.8227158,3.0,3.0
374,978,2,2.5812633,2.0,2.0
233,194,4,4.59196,4.0,4.0
815,69,4,3.9553418,4.0,4.0
458,1101,4,3.7293088,4.0,4.0
119,1137,5,4.816529,5.0,5.0
805,550,3,3.0540628,3.0,3.0
110,79,4,3.6265352,4.0,4.0
351,312,5,3.6054618,5.0,5.0
810,243,4,3.7747235,4.0,4.0
602,895,3,4.0379653,3.0,3.0
313,79,5,3.8936105,5.0,5.0
781,205,5,3.788339,5.0,5.0
280,118,2,2.810135,2.0,2.0
167,136,4,4.0504227,4.0,4.0
733,107,4,2.9821143,4.0,4.0
257,275,4,4.2531095,4.0,4.0
529,258,4,3.9619074,4.0,4.0
603,89,5,3.802605,5.0,5.0
767,98,5,4.464572,5.0,5.0
877,228,4,4.081508,4.0,4.0
332,8,5,4.6010084,5.0,5.0
5,433,5,3.28053,5.0,5.0
425,448,2,3.3423405,2.0,2.0
357,151,5,4.280569,5.0,5.0
804,988,4,2.2107008,4.0,4.0
586,79,4,3.8752937,4.0,4.0
13,391,3,2.419804,3.0,3.0
457,51,5,3.8735814,5.0,5.0
497,549,4,3.4461212,4.0,4.0
90,272,5,4.6890087,5.0,5.0
85,50,5,4.033415,5.0,5.0
405,182,1,2.6509,1.0,1.0
474,1134,3,3.7734575,3.0,3.0
145,1,3,3.573227,3.0,3.0
288,1358,5,2.8119879,5.0,5.0
698,659,3,3.1941833,3.0,3.0
6,71,4,3.2319417,4.0,4.0
58,100,5,4.2924504,5.0,5.0
362,333,5,3.870319,5.0,5.0
389,965,5,3.6305594,5.0,5.0
500,100,4,3.993709,4.0,4.0
151,153,3,3.9425337,3.0,3.0
870,64,5,4.253749,5.0,5.0
793,248,4,3.687766,4.0,4.0
44,257,4,3.528662,4.0,4.0
436,553,3,3.6920133,3.0,3.0
468,826,3,2.9955258,3.0,3.0
458,7,4,3.6167665,4.0,4.0
52,277,5,4.1962605,5.0,5.0
910,414,4,3.0109093,4.0,4.0
109,210,5,4.131112,5.0,5.0
485,347,2,3.0545647,2.0,2.0
695,989,3,2.839161,3.0,3.0
533,216,4,3.5489008,4.0,4.0
667,186,4,3.7341118,4.0,4.0
514,384,3,2.7308629,3.0,3.0
716,707,4,4.1037335,4.0,4.0
659,606,5,4.212615,5.0,5.0
450,95,3,3.8884792,3.0,3.0
651,268,2,3.6337118,2.0,2.0
130,1273,2,3.0645418,2.0,2.0
694,1269,5,4.030818,5.0,5.0
373,127,2,4.393955,2.0,2.0
786,708,4,3.6599526,4.0,4.0
664,210,4,3.737385,4.0,4.0
160,762,3,3.4945116,3.0,3.0
200,465,4,4.2087374,4.0,4.0
85,520,3,4.1468515,3.0,3.0
280,318,5,4.7117176,5.0,5.0
113,742,3,3.6965714,3.0,3.0
532,227,4,4.0207357,4.0,4.0
393,578,4,3.2006612,4.0,4.0
643,679,3,3.07101,3.0,3.0
179,321,1,3.2099385,1.0,1.0
5,145,1,2.1385796,1.0,1.0
448,360,4,3.3142548,4.0,4.0
60,179,4,4.6769223,4.0,4.0
85,71,4,3.577829,4.0,4.0
60,835,4,4.1317196,4.0,4.0
639,1101,3,3.2633495,3.0,3.0
606,507,4,3.9272738,4.0,4.0
60,609,3,3.6321254,3.0,3.0
660,680,2,1.6331826,2.0,2.0
295,241,5,4.289072,5.0,5.0
883,1019,5,4.3279448,5.0,5.0
586,39,4,3.235577,4.0,4.0
296,1284,4,3.4604697,4.0,4.0
498,271,2,2.6994221,2.0,2.0
254,97,5,3.3571334,5.0,5.0
464,289,4,3.352131,4.0,4.0
401,273,2,2.8107738,2.0,2.0
64,184,4,3.1995034,4.0,4.0
257,165,4,4.4548006,4.0,4.0
804,603,5,4.272212,5.0,5.0
456,743,2,1.7526265,2.0,2.0
758,890,3,2.1978917,3.0,3.0
262,7,4,3.3088803,4.0,4.0
82,169,4,3.7235532,4.0,4.0
193,1090,2,2.3091145,2.0,2.0
545,993,2,3.2103562,2.0,2.0
893,845,3,3.6578636,3.0,3.0
655,844,4,2.4961905,4.0,4.0
8,685,4,3.15906,4.0,4.0
671,161,5,3.5212638,5.0,5.0
314,126,2,4.625738,2.0,2.0
576,259,2,2.230649,2.0,2.0
790,825,3,2.7460465,3.0,3.0
312,178,5,4.8377705,5.0,5.0
918,275,4,3.932479,4.0,4.0
861,584,5,3.7254097,5.0,5.0
934,69,5,3.8371315,5.0,5.0
620,1,5,4.1513824,5.0,5.0
268,333,4,2.7212458,4.0,4.0
14,269,4,4.0717278,4.0,4.0
184,254,2,2.246968,2.0,2.0
683,272,4,4.1350856,4.0,4.0
156,180,5,3.8540611,5.0,5.0
399,67,3,2.6539836,3.0,3.0
885,94,2,2.8760157,2.0,2.0
561,171,5,3.4238591,5.0,5.0
181,1173,1,1.0546644,1.0,1.0
231,255,3,3.408835,3.0,3.0
256,1033,4,3.4159708,4.0,4.0
887,839,4,2.5032883,4.0,4.0
269,100,5,3.455008,5.0,5.0
867,431,4,3.840249,4.0,4.0
396,9,4,4.0765514,4.0,4.0
119,213,5,4.5070534,5.0,5.0
7,434,4,3.9540818,4.0,4.0
232,22,3,3.9615395,3.0,3.0
437,497,5,4.172595,5.0,5.0
618,144,4,3.5967665,4.0,4.0
268,31,4,3.0830042,4.0,4.0
446,690,2,2.661705,2.0,2.0
929,484,3,3.7986004,3.0,3.0
642,91,4,3.7663088,4.0,4.0
276,99,4,4.03525,4.0,4.0
301,4,4,3.6773987,4.0,4.0
590,127,4,3.860268,4.0,4.0
293,895,3,2.6147697,3.0,3.0
325,628,3,2.873012,3.0,3.0
201,200,5,3.8730412,5.0,5.0
931,515,5,4.339455,5.0,5.0
23,694,4,4.179719,4.0,4.0
334,143,2,3.6084793,2.0,2.0
170,300,5,4.078786,5.0,5.0
56,323,3,3.1493754,3.0,3.0
735,106,3,2.446386,3.0,3.0
222,732,4,3.3248982,4.0,4.0
749,540,3,2.4135056,3.0,3.0
913,204,4,3.324828,4.0,4.0
616,245,3,3.3638902,3.0,3.0
181,1395,1,1.5023016,1.0,1.0
731,170,5,3.8611655,5.0,5.0
591,1017,3,3.5590177,3.0,3.0
532,186,4,4.6354384,4.0,4.0
26,476,3,2.4744697,3.0,3.0
523,179,3,4.965249,3.0,3.0
328,1109,3,3.4840057,3.0,3.0
470,1067,4,3.3710215,4.0,4.0
429,1218,3,3.425871,3.0,3.0
373,739,3,3.4140248,3.0,3.0
389,109,3,3.4032197,3.0,3.0
44,157,4,3.7247238,4.0,4.0
279,1493,1,3.4435441,1.0,1.0
382,546,2,2.1576543,2.0,2.0
373,153,5,3.7172537,5.0,5.0
90,187,4,4.3929367,4.0,4.0
739,661,2,4.3739424,2.0,2.0
378,1267,3,3.1392212,3.0,3.0
363,505,3,3.1890047,3.0,3.0
655,205,3,3.190754,3.0,3.0
201,607,4,3.7618861,4.0,4.0
663,300,4,3.3875065,4.0,4.0
234,654,5,3.4032545,5.0,5.0
43,879,4,3.346198,4.0,4.0
62,286,3,3.817071,3.0,3.0
463,284,3,2.4328065,3.0,3.0
141,322,4,3.3895564,4.0,4.0
527,431,3,3.2333632,3.0,3.0
367,637,3,3.7319763,3.0,3.0
262,427,4,3.909154,4.0,4.0
823,1118,3,3.5844922,3.0,3.0
374,467,4,3.7543144,4.0,4.0
8,82,5,3.8587942,5.0,5.0
466,899,5,2.9126272,5.0,5.0
94,969,4,3.7017834,4.0,4.0
498,410,3,2.4918776,3.0,3.0
866,340,2,2.656403,2.0,2.0
216,249,3,3.4987285,3.0,3.0
222,210,4,3.8589149,4.0,4.0
450,1172,5,3.8886516,5.0,5.0
497,72,3,2.9794636,3.0,3.0
214,603,4,4.663145,4.0,4.0
230,168,4,3.793592,4.0,4.0
133,304,3,3.516313,3.0,3.0
429,71,3,3.39617,3.0,3.0
782,687,2,1.8057855,2.0,2.0
210,72,3,3.5486078,3.0,3.0
747,100,5,4.4335556,5.0,5.0
244,294,4,3.065034,4.0,4.0
621,588,3,3.784106,3.0,3.0
435,194,4,3.9596105,4.0,4.0
234,99,5,2.9456682,5.0,5.0
830,161,4,3.5711026,4.0,4.0
790,250,5,3.0450206,5.0,5.0
246,77,2,2.9249082,2.0,2.0
749,477,3,3.649722,3.0,3.0
113,7,3,4.1254396,3.0,3.0
85,270,3,3.4975424,3.0,3.0
761,1157,5,3.3838496,5.0,5.0
891,717,4,3.3754563,4.0,4.0
201,192,4,3.628179,4.0,4.0
489,289,2,3.213777,2.0,2.0
201,81,1,3.0355964,1.0,1.0
18,512,5,3.880401,5.0,5.0
825,1117,3,3.3188052,3.0,3.0
758,320,5,4.4117856,5.0,5.0
186,294,3,2.947888,3.0,3.0
541,622,3,3.5768669,3.0,3.0
497,94,3,3.0429754,3.0,3.0
18,188,3,3.7393036,3.0,3.0
889,1134,4,3.0852075,4.0,4.0
389,486,4,3.9859643,4.0,4.0
675,344,4,3.9469788,4.0,4.0
137,118,5,4.0830326,5.0,5.0
806,182,5,3.8475657,5.0,5.0
537,208,4,3.0164165,4.0,4.0
197,2,3,3.3580003,3.0,3.0
416,14,4,4.2638264,4.0,4.0
99,472,3,3.5039682,3.0,3.0
178,180,3,4.1270123,3.0,3.0
637,1028,3,1.8122989,3.0,3.0
13,856,5,4.015781,5.0,5.0
561,80,2,1.9100474,2.0,2.0
314,1165,2,2.539092,2.0,2.0
659,96,4,3.9502182,4.0,4.0
747,91,5,3.9208229,5.0,5.0
684,48,4,3.77433,4.0,4.0
928,876,5,3.2294445,5.0,5.0
216,82,4,3.787332,4.0,4.0
393,613,4,3.817273,4.0,4.0
234,179,3,3.4721766,3.0,3.0
274,596,3,3.4205275,3.0,3.0
796,1285,4,2.891535,4.0,4.0
44,423,4,3.6177304,4.0,4.0
610,317,3,4.070329,3.0,3.0
474,194,5,4.2489166,5.0,5.0
391,132,4,3.9248796,4.0,4.0
402,116,3,4.0684814,3.0,3.0
896,655,4,3.5875666,4.0,4.0
405,67,5,1.5489234,5.0,5.0
474,88,4,3.642974,4.0,4.0
769,120,1,2.11474,1.0,1.0
271,311,3,3.5375733,3.0,3.0
621,692,4,3.7434583,4.0,4.0
363,188,4,3.4457378,4.0,4.0
698,135,3,3.168832,3.0,3.0
119,328,4,3.7376466,4.0,4.0
600,562,3,3.2434304,3.0,3.0
378,58,4,3.530423,4.0,4.0
942,310,4,4.172171,4.0,4.0
583,513,5,4.6589546,5.0,5.0
84,591,4,4.0565495,4.0,4.0
932,528,5,4.3600764,5.0,5.0
727,790,2,2.5997667,2.0,2.0
6,14,5,3.561184,5.0,5.0
534,1,5,4.65555,5.0,5.0
678,181,3,3.932194,3.0,3.0
819,182,4,4.6053123,4.0,4.0
485,302,5,3.5864725,5.0,5.0
406,220,3,2.8689382,3.0,3.0
13,51,3,3.1002192,3.0,3.0
883,69,2,3.8581815,2.0,2.0
727,28,5,3.771128,5.0,5.0
532,1496,2,4.3362193,2.0,2.0
683,328,2,3.1682858,2.0,2.0
653,1016,3,2.6021552,3.0,3.0
608,196,5,3.682056,5.0,5.0
393,88,3,3.3806405,3.0,3.0
917,237,5,3.6072211,5.0,5.0
507,319,3,4.6877866,3.0,3.0
111,303,3,3.705864,3.0,3.0
650,551,3,1.9414569,3.0,3.0
913,200,5,3.6768105,5.0,5.0
579,286,4,3.3856049,4.0,4.0
456,129,3,3.7363834,3.0,3.0
758,31,3,3.8304667,3.0,3.0
524,70,4,3.1456847,4.0,4.0
40,343,1,2.699604,1.0,1.0
355,689,4,3.7967901,4.0,4.0
894,257,3,3.43893,3.0,3.0
363,307,5,2.9718328,5.0,5.0
907,318,5,5.5944643,5.0,5.0
806,654,5,3.6604733,5.0,5.0
495,185,5,4.5768223,5.0,5.0
835,23,4,4.4895515,4.0,4.0
765,237,3,3.6537724,3.0,3.0
643,404,4,3.7639894,4.0,4.0
546,457,1,2.941208,1.0,1.0
606,208,3,4.2047124,3.0,3.0
932,1454,4,3.2202022,4.0,4.0
617,219,4,2.6750395,4.0,4.0
664,92,4,3.4186978,4.0,4.0
906,696,4,3.2499633,4.0,4.0
181,1245,1,1.6098508,1.0,1.0
28,229,2,3.4476962,2.0,2.0
913,465,2,2.9325922,2.0,2.0
405,218,5,2.0325,5.0,5.0
49,325,3,2.3657627,3.0,3.0
912,56,2,4.0490694,2.0,2.0
363,17,4,2.9689667,4.0,4.0
129,270,3,3.161324,3.0,3.0
712,652,3,4.462139,3.0,3.0
796,628,4,3.698348,4.0,4.0
290,404,3,3.5575242,3.0,3.0
345,919,2,4.3084526,2.0,2.0
479,117,3,3.4558263,3.0,3.0
539,239,3,3.5483131,3.0,3.0
392,303,4,4.2069893,4.0,4.0
22,172,4,4.3164062,4.0,4.0
833,826,2,2.1308565,2.0,2.0
416,651,4,4.5046673,4.0,4.0
422,477,4,3.59356,4.0,4.0
436,133,3,4.162261,3.0,3.0
1,90,4,3.1427662,4.0,4.0
393,411,2,3.0917902,2.0,2.0
345,64,5,4.6688924,5.0,5.0
17,13,3,3.2051053,3.0,3.0
924,849,3,2.2129936,3.0,3.0
506,218,3,3.5136032,3.0,3.0
846,836,5,4.101854,5.0,5.0
891,934,3,3.508315,3.0,3.0
693,258,4,3.2818117,4.0,4.0
655,276,4,2.8827195,4.0,4.0
484,98,4,4.772507,4.0,4.0
77,1,5,3.4612262,5.0,5.0
56,554,4,3.0588322,4.0,4.0
883,311,4,3.9186633,4.0,4.0
782,1300,2,1.9654657,2.0,2.0
399,385,3,2.938707,3.0,3.0
500,3,4,2.679771,4.0,4.0
201,1398,4,3.6622295,4.0,4.0
627,317,5,3.4062126,5.0,5.0
567,135,3,4.2631364,3.0,3.0
1,3,4,3.0186152,4.0,4.0
870,92,4,3.429152,4.0,4.0
940,151,3,3.2070704,3.0,3.0
376,815,3,2.8444948,3.0,3.0
452,245,2,2.753458,2.0,2.0
918,174,3,3.5256991,3.0,3.0
715,17,3,3.0613644,3.0,3.0
943,763,4,3.120583,4.0,4.0
2,273,4,3.7079246,4.0,4.0
643,144,4,3.9027963,4.0,4.0
109,423,4,3.612318,4.0,4.0
457,225,4,2.9964929,4.0,4.0
342,654,4,3.9430587,4.0,4.0
214,246,2,3.791215,2.0,2.0
375,566,4,4.0641456,4.0,4.0
712,173,5,4.676605,5.0,5.0
582,151,4,3.6576195,4.0,4.0
823,153,4,3.975659,4.0,4.0
561,629,3,2.8449478,3.0,3.0
235,153,4,3.52388,4.0,4.0
397,186,5,3.709263,5.0,5.0
70,625,3,2.7518427,3.0,3.0
921,87,2,3.6824262,2.0,2.0
551,281,5,3.594862,5.0,5.0
172,428,4,3.043929,4.0,4.0
305,268,3,3.2722952,3.0,3.0
276,230,4,3.5692835,4.0,4.0
313,191,5,3.99235,5.0,5.0
236,510,3,3.5752106,3.0,3.0
256,265,4,4.656857,4.0,4.0
500,275,1,3.879907,1.0,1.0
431,332,3,3.8694704,3.0,3.0
311,15,5,3.8872354,5.0,5.0
262,122,2,2.04471,2.0,2.0
536,271,3,3.5789268,3.0,3.0
579,216,5,3.5276165,5.0,5.0
267,959,3,3.9977026,3.0,3.0
308,1021,4,4.003044,4.0,4.0
383,504,4,4.3852463,4.0,4.0
334,61,3,3.9125023,3.0,3.0
705,284,3,3.3238854,3.0,3.0
524,385,3,3.224387,3.0,3.0
728,237,4,3.8033295,4.0,4.0
810,294,5,4.096549,5.0,5.0
398,491,5,3.5817306,5.0,5.0
303,1047,2,2.7090805,2.0,2.0
159,1258,1,2.9798224,1.0,1.0
455,230,3,3.3021936,3.0,3.0
860,49,2,3.2935586,2.0,2.0
299,289,3,2.9403284,3.0,3.0
368,53,2,2.8936162,2.0,2.0
64,58,3,3.4371862,3.0,3.0
889,269,4,3.8001099,4.0,4.0
102,447,4,2.5650954,4.0,4.0
661,135,5,3.8547704,5.0,5.0
798,15,4,3.6581702,4.0,4.0
508,101,5,3.0811632,5.0,5.0
7,415,2,3.4749775,2.0,2.0
387,496,3,3.866863,3.0,3.0
250,264,3,3.6470704,3.0,3.0
276,577,2,2.3046603,2.0,2.0
297,245,3,2.7554286,3.0,3.0
31,493,5,4.900113,5.0,5.0
454,511,3,3.366109,3.0,3.0
227,15,4,3.5780725,4.0,4.0
449,15,4,3.8418112,4.0,4.0
322,591,3,3.5573025,3.0,3.0
42,282,4,3.5271776,4.0,4.0
659,431,4,3.6378825,4.0,4.0
709,769,3,2.4732494,3.0,3.0
347,410,5,3.0653772,5.0,5.0
292,100,5,4.412072,5.0,5.0
77,127,2,3.899596,2.0,2.0
378,370,2,2.5698612,2.0,2.0
879,125,5,3.4339504,5.0,5.0
543,70,4,3.485681,4.0,4.0
659,578,3,3.437651,3.0,3.0
543,24,3,3.2861705,3.0,3.0
405,448,4,2.319912,4.0,4.0
198,173,4,3.498436,4.0,4.0
940,382,3,3.3631463,3.0,3.0
875,28,4,4.2919774,4.0,4.0
122,727,4,3.748333,4.0,4.0
466,55,4,3.647862,4.0,4.0
417,65,4,3.3531268,4.0,4.0
664,319,4,3.2459269,4.0,4.0
395,100,4,4.453274,4.0,4.0
387,655,3,3.629675,3.0,3.0
870,384,3,2.5244439,3.0,3.0
378,959,3,3.4811833,3.0,3.0
307,132,4,4.418517,4.0,4.0
23,209,5,4.3140135,5.0,5.0
654,926,4,2.7817488,4.0,4.0
151,584,3,3.8490403,3.0,3.0
679,100,3,3.997006,3.0,3.0
795,105,1,2.1938553,1.0,1.0
600,576,3,3.048365,3.0,3.0
59,59,5,4.240227,5.0,5.0
892,153,5,4.130904,5.0,5.0
109,67,5,2.810452,5.0,5.0
297,1016,3,2.917944,3.0,3.0
851,912,4,3.0163093,4.0,4.0
14,514,4,4.1229153,4.0,4.0
747,172,5,4.6017313,5.0,5.0
12,204,5,4.242972,5.0,5.0
276,1407,1,2.3614473,1.0,1.0
286,95,5,3.8660707,5.0,5.0
392,180,5,4.7536592,5.0,5.0
334,655,4,3.7224462,4.0,4.0
168,1051,4,2.9155192,4.0,4.0
804,631,3,4.1233397,3.0,3.0
269,843,3,2.3611476,3.0,3.0
92,704,3,2.9244723,3.0,3.0
569,124,5,3.8086462,5.0,5.0
810,321,5,4.2428265,5.0,5.0
569,151,5,3.4627578,5.0,5.0
389,285,5,4.265423,5.0,5.0
789,100,5,4.2917004,5.0,5.0
405,1478,1,1.4029778,1.0,1.0
125,134,5,4.022531,5.0,5.0
506,393,3,3.5698922,3.0,3.0
54,405,4,3.5826216,4.0,4.0
425,244,1,2.813708,1.0,1.0
251,64,5,4.649246,5.0,5.0
56,94,4,3.6790159,4.0,4.0
144,59,4,4.1209145,4.0,4.0
315,8,3,4.4112988,3.0,3.0
151,9,4,3.762856,4.0,4.0
379,161,2,3.6906004,2.0,2.0
324,322,4,4.2469215,4.0,4.0
138,484,4,4.455957,4.0,4.0
28,258,5,3.74261,5.0,5.0
776,569,3,2.8412848,3.0,3.0
899,50,5,4.0308013,5.0,5.0
127,268,1,4.353944,1.0,1.0
11,425,4,3.6228905,4.0,4.0
627,591,3,3.02068,3.0,3.0
733,275,3,3.6020732,3.0,3.0
110,783,3,2.427641,3.0,3.0
303,1109,4,3.1852255,4.0,4.0
72,87,4,4.314303,4.0,4.0
870,47,3,3.3635108,3.0,3.0
435,15,3,3.7514534,3.0,3.0
232,921,4,3.9937468,4.0,4.0
185,116,4,4.246866,4.0,4.0
660,366,1,2.2832365,1.0,1.0
429,55,4,3.5833905,4.0,4.0
347,404,4,3.661889,4.0,4.0
417,56,5,3.8136883,5.0,5.0
757,939,4,3.396215,4.0,4.0
312,526,5,3.9485402,5.0,5.0
314,476,5,3.3714743,5.0,5.0
437,66,3,3.68587,3.0,3.0
883,346,4,3.570702,4.0,4.0
886,282,3,3.3915782,3.0,3.0
167,1310,3,2.4570825,3.0,3.0
790,384,2,2.3857732,2.0,2.0
722,147,3,3.6390028,3.0,3.0
315,428,4,4.159222,4.0,4.0
804,2,4,3.6972222,4.0,4.0
893,260,2,2.6473417,2.0,2.0
