movie_id,movie_title,release_date,IMDb_URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,movie_tag_word,average_sentiment_score,sentiment_category
32,Crumb (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Crumb%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crumb,0.3046333333333333,Positive
33,Desperado (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Desperado%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Desperado,0.8373200000000001,Positive
34,"Doom Generation, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Doom Generation, The",-0.12971,Negative
35,Free Willy 2: The Adventure Home (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Free Willy 2: The Adventure Home,0.79086,Positive
36,Mad Love (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Mad%20Love%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Mad Love,0.25403,Positive
37,Nadja (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Nadja%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nadja,0.374915,Positive
38,"Net, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Net, The",0.3448099999999999,Positive
39,Strange Days (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Strange%20Days%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Strange Days,0.68594,Positive
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"To Wong Foo, Thanks for Everything! Julie Newmar",0.94465,Positive
41,Billy Madison (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Billy Madison,0.80604,Positive
42,Clerks (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Clerks%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clerks,0.791725,Positive
43,Disclosure (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Disclosure%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Disclosure,0.50295,Positive
44,Dolores Claiborne (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Dolores Claiborne,0.329905,Positive
45,Eat Drink Man Woman (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Eat Drink Man Woman,,
46,Exotica (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Exotica%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Exotica,0.617315,Positive
47,Ed Wood (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Ed Wood,0.95051,Positive
48,Hoop Dreams (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hoop Dreams,0.8796649999999999,Positive
49,I.Q. (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?I.Q.%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,I.Q.,0.9381,Positive
50,Star Wars (1977),01-Jan-1977,http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Star Wars,0.6748149999999999,Positive
51,Legends of the Fall (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,Legends of the Fall,0.86836,Positive
52,"Madness of King George, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Madness of King George, The",0.667305,Positive
53,Natural Born Killers (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Natural Born Killers,-0.45267,Negative
54,Outbreak (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Outbreak%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Outbreak,0.4949099999999999,Positive
55,"Professional, The (1994)",01-Jan-1994,http://us.imdb.com/Title?L%E9on+(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,"Professional, The",0.637045,Positive
56,Pulp Fiction (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Pulp Fiction,0.6795,Positive
57,Priest (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Priest%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Priest,0.372305,Positive
58,Quiz Show (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Quiz Show,0.700375,Positive
59,Three Colors: Red (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Three Colors: Red,0.746905,Positive
60,Three Colors: Blue (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Three Colors: Blue,0.567365,Positive
61,Three Colors: White (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Three Colors: White,0.5207550000000001,Positive
62,Stargate (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Stargate%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Stargate,0.82936,Positive
63,"Santa Clause, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Santa Clause, The",0.88811,Positive
64,"Shawshank Redemption, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Shawshank Redemption, The",0.867615,Positive
65,What's Eating Gilbert Grape (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,What's Eating Gilbert Grape,0.839565,Positive
66,While You Were Sleeping (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,While You Were Sleeping,0.938395,Positive
67,Ace Ventura: Pet Detective (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ace Ventura: Pet Detective,0.897085,Positive
68,"Crow, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Crow, The",,
69,Forrest Gump (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Forrest Gump,0.8930199999999999,Positive
70,Four Weddings and a Funeral (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Four Weddings and a Funeral,0.961325,Positive
71,"Lion King, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lion King, The",0.959555,Positive
72,"Mask, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Mask, The",0.94303,Positive
73,Maverick (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Maverick%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Maverick,0.8504950000000001,Positive
74,Faster Pussycat! Kill! Kill! (1965),01-Jan-1965,http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Faster Pussycat! Kill! Kill!,0.157855,Positive
75,Brother Minister: The Assassination of Malcolm X (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Brother Minister: The Assassination of Malcolm X,-0.8519,Negative
76,Carlito's Way (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Carlito's Way,0.94021,Positive
77,"Firm, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Firm, The",0.8478350000000001,Positive
78,Free Willy (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Free%20Willy%20(1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Free Willy,0.77759,Positive
79,"Fugitive, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Fugitive, The",0.567805,Positive
80,Hot Shots! Part Deux (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Hot Shots! Part Deux,0.89782,Positive
81,"Hudsucker Proxy, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Hudsucker Proxy, The",0.94008,Positive
82,Jurassic Park (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jurassic Park,0.8723599999999999,Positive
83,Much Ado About Nothing (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Much Ado About Nothing,0.980005,Positive
84,Robert A. Heinlein's The Puppet Masters (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Robert A. Heinlein's The Puppet Masters,0.789145,Positive
85,"Ref, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ref, The",0.814405,Positive
86,"Remains of the Day, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Remains of the Day, The",0.721735,Positive
87,Searching for Bobby Fischer (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Searching for Bobby Fischer,0.985705,Positive
88,Sleepless in Seattle (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sleepless in Seattle,0.76756,Positive
89,Blade Runner (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Blade Runner,0.62466,Positive
90,So I Married an Axe Murderer (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,So I Married an Axe Murderer,0.8632199999999999,Positive
91,"Nightmare Before Christmas, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nightmare Before Christmas, The",0.965045,Positive
92,True Romance (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?True%20Romance%20(1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True Romance,0.78565,Positive
93,Welcome to the Dollhouse (1995),24-May-1996,http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Welcome to the Dollhouse,-0.080585,Negative
94,Home Alone (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Home%20Alone%20(1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Home Alone,0.6707799999999999,Positive
95,Aladdin (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Aladdin%20(1992),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Aladdin,0.7346199999999999,Positive
96,Terminator 2: Judgment Day (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Terminator 2: Judgment Day,0.841725,Positive
97,Dances with Wolves (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Dances with Wolves,0.59098,Positive
98,"Silence of the Lambs, The (1991)",01-Jan-1991,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Silence of the Lambs, The",0.6633549999999999,Positive
99,Snow White and the Seven Dwarfs (1937),01-Jan-1937,http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Snow White and the Seven Dwarfs,0.9282,Positive
100,Fargo (1996),14-Feb-1997,http://us.imdb.com/M/title-exact?Fargo%20(1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Fargo,0.548175,Positive
101,Heavy Metal (1981),08-Mar-1981,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Heavy Metal,0.3760949999999999,Positive
102,"Aristocats, The (1970)",01-Jan-1970,"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aristocats, The",0.855285,Positive
103,All Dogs Go to Heaven 2 (1996),29-Mar-1996,http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All Dogs Go to Heaven 2,0.67201,Positive
104,Theodore Rex (1995),29-Mar-1996,http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Theodore Rex,-0.0970649999999999,Negative
105,Sgt. Bilko (1996),29-Mar-1996,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sgt. Bilko,0.801045,Positive
106,Diabolique (1996),01-Jan-1996,http://us.imdb.com/M/title-exact?Diabolique%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Diabolique,0.1569249999999999,Positive
107,Moll Flanders (1996),14-Jun-1996,http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Moll Flanders,0.8033100000000001,Positive
108,Kids in the Hall: Brain Candy (1996),12-Apr-1996,http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kids in the Hall: Brain Candy,0.754005,Positive
109,Mystery Science Theater 3000: The Movie (1996),19-Apr-1996,http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Mystery Science Theater 3000: The Movie,0.7619849999999999,Positive
110,Operation Dumbo Drop (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Operation Dumbo Drop,0.299005,Positive
111,"Truth About Cats & Dogs, The (1996)",26-Apr-1996,"http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Truth About Cats & Dogs, The",0.92167,Positive
112,Flipper (1996),10-May-1996,http://us.imdb.com/M/title-exact?Flipper%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flipper,0.93705,Positive
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",19-Apr-1996,"http://us.imdb.com/M/title-exact?Hussard%20sur%20le%20toit,%20Le%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Horseman on the Roof, The (Hussard sur le toit, Le)",0.86434,Positive
114,Wallace & Gromit: The Best of Aardman Animation (1996),05-Apr-1996,http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wallace & Gromit: The Best of Aardman Animation,,
115,"Haunted World of Edward D. Wood Jr., The (1995)",26-Apr-1996,"http://us.imdb.com/Title?Haunted+World+of+Edward+D.+Wood+Jr.,+The+(1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Haunted World of Edward D. Wood Jr., The",0.6357666666666667,Positive
116,Cold Comfort Farm (1995),23-Apr-1996,http://us.imdb.com/M/title-exact?Cold%20Comfort%20Farm%20(1995)%20(TV),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cold Comfort Farm,0.738415,Positive
117,"Rock, The (1996)",07-Jun-1996,"http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rock, The",0.62261,Positive
